number,pokemon_name,type_main,type_sub,height,weight,generation,bmi,description_main,description_sub,category,ability_main,ability_sub,weaknesses,hp,attack,defense,sp.atk,sp.def,speed,total,evolutions,evolution_type,hidden_ability,evolution_list_index
751,Dewpider,Water,Bug,0.3,4.0,7.0,44.4,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.,"Dewpider normally lives underwater. When it comes onto land in search of food, it takes water with it in the form of a bubble on its head.",Water Bubble,Water Bubble,,"['Flying', 'Electric', 'Rock']",38.0,40.0,52.0,40.0,72.0,27.0,269.0,"['Dewpider', 'Araquanid']",2 stages evolution,Water Absorb,"['751', '752']"
752,Araquanid,Water,Bug,1.8,82.0,7.0,25.3,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal.","It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food.",Water Bubble,Water Bubble,,"['Flying', 'Electric', 'Rock']",68.0,70.0,92.0,50.0,132.0,42.0,454.0,"['Dewpider', 'Araquanid']",2 stages evolution,Water Absorb,"['751', '752']"
753,Fomantis,Grass,,0.3,1.5,7.0,16.7,"When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it.","During the day, Fomantis basks in sunlight and sleeps peacefully. It wakes and moves around at night.",Sickle Grass,Leaf Guard,,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",40.0,55.0,35.0,50.0,35.0,35.0,250.0,"['Fomantis', 'Lurantis']",2 stages evolution,Contrary,"['753', '754']"
754,Lurantis,Grass,,0.9,18.5,7.0,22.8,"This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors.","The petals on this Pokémon’s arms are thin and super sharp, and they can fire laser beams if Lurantis gathers light first.",Bloom Sickle,Leaf Guard,,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",70.0,105.0,90.0,80.0,90.0,45.0,480.0,"['Fomantis', 'Lurantis']",2 stages evolution,Contrary,"['753', '754']"
755,Morelull,Grass,Fairy,0.2,1.5,7.0,37.5,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.,Morelull live in forests that stay dark even during the day. They scatter flickering spores that put enemies to sleep.,Illuminating,Effect Spore,Illuminate,"['Steel', 'Fire', 'Flying', 'Ice']",40.0,35.0,55.0,65.0,75.0,15.0,285.0,"['Morelull', 'Shiinotic']",2 stages evolution,Rain Dish,"['755', '756']"
756,Shiinotic,Grass,Fairy,1.0,11.5,7.0,11.5,"Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips.","If you see a light deep in a forest at night, don’t go near. Shiinotic will make you fall fast asleep.",Illuminating,Effect Spore,Illuminate,"['Steel', 'Fire', 'Flying', 'Ice']",60.0,45.0,80.0,90.0,100.0,30.0,405.0,"['Morelull', 'Shiinotic']",2 stages evolution,Rain Dish,"['755', '756']"
757,Salandit,Poison,Fire,0.6,4.8,7.0,13.3,Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.,This sneaky Pokémon will slink behind its prey and immobilize it with poisonous gas before the prey even realizes Salandit is there.,Toxic Lizard,Corrosion,,"['Water', 'Psychic', 'Rock']",48.0,44.0,40.0,71.0,40.0,77.0,320.0,"['Salandit', 'Salazzle']",2 stages evolution,Oblivious,"['757', '758']"
758,Salazzle,Poison,Fire,1.2,22.2,7.0,15.4,Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.,The winner of competitions between Salazzle is decided by which one has the most male Salandit with it.,Toxic Lizard,Corrosion,,"['Water', 'Psychic', 'Rock']",68.0,64.0,60.0,111.0,60.0,117.0,480.0,"['Salandit', 'Salazzle']",2 stages evolution,Oblivious,"['757', '758']"
759,Stufful,Normal,Fighting,0.5,6.8,7.0,27.2,"Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation.","The way it protects itself by flailing its arms may be an adorable sight, but stay well away. This is flailing that can snap thick tree trunks.",Flailing,Klutz,Fluffy,"['Psychic', 'Flying', 'Fairy', 'Fighting']",70.0,75.0,50.0,45.0,50.0,50.0,340.0,"['Stufful', 'Bewear']",2 stages evolution,Cute Charm,"['759', '760']"
760,Bewear,Normal,Fighting,2.1,135.0,7.0,30.6,"Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones.",The moves it uses to take down its prey would make a martial artist jealous. It tucks subdued prey under its arms to carry them to its nest.,Strong Arm,Klutz,Fluffy,"['Psychic', 'Flying', 'Fairy', 'Fighting']",120.0,125.0,80.0,55.0,60.0,60.0,500.0,"['Stufful', 'Bewear']",2 stages evolution,Unnerve,"['759', '760']"
761,Bounsweet,Grass,,0.3,3.2,7.0,35.6,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon.","When under attack, it secretes a sweet and delicious sweat. The scent only calls more enemies to it.",Fruit,Oblivious,Leaf Guard,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",42.0,30.0,38.0,30.0,38.0,32.0,210.0,"['Bounsweet', 'Steenee', 'Tsareena']",3 stages evolution,Sweet Veil,"['761', '762', '763']"
762,Steenee,Grass,,0.7,8.2,7.0,16.7,"As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness.",Any Corvisquire that pecks at this Pokémon will be greeted with a smack from its sepals followed by a sharp kick.,Fruit,Oblivious,Leaf Guard,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",52.0,40.0,48.0,40.0,48.0,62.0,290.0,"['Bounsweet', 'Steenee', 'Tsareena']",3 stages evolution,Sweet Veil,"['761', '762', '763']"
763,Tsareena,Grass,,1.2,21.4,7.0,14.9,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents.",A kick from the hardened tips of this Pokémon’s legs leaves a wound in the opponent’s body and soul that will never heal.,Fruit,Leaf Guard,Queenly Majesty,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",72.0,120.0,98.0,50.0,98.0,72.0,510.0,"['Bounsweet', 'Steenee', 'Tsareena']",3 stages evolution,Sweet Veil,"['761', '762', '763']"
764,Comfey,Fairy,,0.1,0.3,7.0,30.0,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey.","These Pokémon smell very nice. All Comfey wear different flowers, so each of these Pokémon has its own individual scent.",Posy Picker,Flower Veil,Triage,"['Steel', 'Poison']",51.0,52.0,90.0,82.0,110.0,100.0,485.0,,No evolution,Natural Cure,
765,Oranguru,Normal,Psychic,1.5,76.0,7.0,33.8,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.,"It knows the forest inside and out. If it comes across a wounded Pokémon, Oranguru will gather medicinal herbs to treat it.",Sage,Inner Focus,Telepathy,"['Dark', 'Bug']",90.0,60.0,80.0,90.0,110.0,60.0,490.0,,No evolution,Symbiosis,
766,Passimian,Fighting,,2.0,82.8,7.0,20.7,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries.","Passimian live in groups of about 20, with each member performing an assigned role. Through cooperation, the group survives.",Teamwork,Receiver,,"['Psychic', 'Flying', 'Fairy']",100.0,120.0,90.0,40.0,60.0,80.0,490.0,,No evolution,Defiant,
767,Wimpod,Bug,Water,0.5,12.0,7.0,48.0,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean.","Wimpod gather in swarms, constantly on the lookout for danger. They scatter the moment they detect an enemy’s presence.",Turn Tail,Wimp Out,,"['Flying', 'Electric', 'Rock']",25.0,35.0,40.0,20.0,30.0,80.0,230.0,"['Wimpod', 'Golisopod']",2 stages evolution,,"['767', '768']"
768,Golisopod,Bug,Water,2.0,108.0,7.0,27.0,"It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs.","They live in sunken ships or in holes in the seabed. When Golisopod and Grapploct battle, the loser becomes the winner’s meal.",Hard Scale,Emergency Exit,,"['Flying', 'Electric', 'Rock']",75.0,125.0,140.0,60.0,90.0,40.0,530.0,"['Wimpod', 'Golisopod']",2 stages evolution,,"['767', '768']"
769,Sandygast,Ghost,Ground,0.5,70.0,7.0,280.0,Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head.,"Sandygast mainly inhabits beaches. It takes control of anyone who puts their hand into its mouth, forcing them to make its body bigger.",Sand Heap,Water Compaction,,"['Ghost', 'Dark', 'Grass', 'Water', 'Ice']",55.0,55.0,80.0,70.0,45.0,15.0,320.0,"['Sandygast', 'Palossand']",2 stages evolution,Sand Veil,"['769', '770']"
770,Palossand,Ghost,Ground,1.3,250.0,7.0,147.9,"Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls.","This Pokémon lives on beaches, but it hates water. Palossand can’t maintain its castle-like shape if it gets drenched by a heavy rain.",Sand Castle,Water Compaction,,"['Ghost', 'Dark', 'Grass', 'Water', 'Ice']",85.0,75.0,110.0,100.0,75.0,35.0,480.0,"['Sandygast', 'Palossand']",2 stages evolution,Sand Veil,"['769', '770']"
771,Pyukumuku,Water,,0.3,1.2,7.0,13.3,"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them.","It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up.",Sea Cucumber,Innards Out,,"['Grass', 'Electric']",55.0,60.0,130.0,30.0,130.0,5.0,410.0,,No evolution,Unaware,
773,Silvally,Normal,,2.3,100.5,7.0,19.0,A solid bond of trust between this Pokémon and its Trainer awakened the strength hidden within Silvally. It can change its type at will.,The final factor needed to release this Pokémon’s true power was a strong bond with a Trainer it trusts.,Synthetic,RKS System,,['Fighting'],95.0,95.0,95.0,95.0,95.0,95.0,570.0,"['Type:', 'Silvally']",2 stages evolution,,"['772', '773']"
775,Komala,Normal,,0.4,19.9,7.0,124.4,"It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether.",It remains asleep from birth to death as a result of the sedative properties of the leaves that form its diet.,Drowsing,Comatose,,['Fighting'],65.0,115.0,65.0,75.0,95.0,65.0,480.0,,No evolution,,
776,Turtonator,Fire,Dragon,2.0,212.0,7.0,53.0,Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.,Eating sulfur in its volcanic habitat is what causes explosive compounds to develop in its shell. Its droppings are also dangerously explosive.,Blast Turtle,Shell Armor,,"['Ground', 'Rock', 'Dragon']",60.0,78.0,135.0,91.0,85.0,36.0,485.0,,No evolution,,
777,Togedemaru,Electric,Steel,0.3,3.3,7.0,36.7,"With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac.","When it’s in trouble, it curls up into a ball, makes its fur spikes stand on end, and then discharges electricity indiscriminately.",Roly-Poly,Lightning Rod,Iron Barbs,"['Fire', 'Fighting']",65.0,98.0,63.0,40.0,73.0,96.0,435.0,,No evolution,Sturdy,
778,Mimikyu,Ghost,Fairy,0.2,0.7,7.0,17.5,"It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier.",There was a scientist who peeked under Mimikyu’s old rag in the name of research. The scientist died of a mysterious disease.,Disguise,Disguise,,"['Ghost', 'Steel']",55.0,90.0,80.0,50.0,105.0,96.0,476.0,,No evolution,,
779,Bruxish,Water,Psychic,0.9,19.0,7.0,23.5,"It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.","Its skin is thick enough to fend off Mareanie’s spikes. With its robust teeth, Bruxish crunches up the spikes and eats them.",Gnash Teeth,Strong Jaw,Dazzling,"['Ghost', 'Dark', 'Grass', 'Electric', 'Bug']",68.0,105.0,70.0,70.0,70.0,92.0,475.0,,No evolution,Wonder Skin,
780,Drampa,Normal,Dragon,3.0,185.0,7.0,20.6,"The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below.","Drampa is a kind and friendly Pokémon—up until it’s angered. When that happens, it stirs up a gale and flattens everything around.",Placid,Sap Sipper,Berserk,"['Fairy', 'Fighting', 'Ice', 'Dragon']",78.0,60.0,85.0,135.0,91.0,36.0,485.0,,No evolution,Cloud Nine,
781,Dhelmise,Ghost,Grass,3.9,210.0,7.0,13.8,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon.","After lowering its anchor, it waits for its prey. It catches large Wailord and drains their life-force.",Sea Creeper,Steelworker,,"['Ghost', 'Fire', 'Flying', 'Dark', 'Ice']",70.0,131.0,100.0,86.0,90.0,40.0,517.0,,No evolution,,
782,Jangmo-o,Dragon,,0.6,29.7,7.0,82.5,They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits.,Jangmo-o strikes its scales to communicate with others of its kind. Its scales are actually fur that’s become as hard as metal.,Scaly,Soundproof,Bulletproof,"['Fairy', 'Ice', 'Dragon']",45.0,55.0,65.0,45.0,45.0,45.0,300.0,"['Jangmo-o', 'Hakamo-o', 'Kommo-o']",3 stages evolution,Overcoat,"['782', '783', '784']"
783,Hakamo-o,Dragon,Fighting,1.2,47.0,7.0,32.6,"The scaleless, scarred parts of its body are signs of its strength. It shows them off to defeated opponents.","Before attacking its enemies, it clashes its scales together and roars. Its sharp claws shred the opposition.",Scaly,Soundproof,Bulletproof,"['Flying', 'Psychic', 'Ice', 'Dragon']",55.0,75.0,90.0,65.0,70.0,65.0,420.0,"['Jangmo-o', 'Hakamo-o', 'Kommo-o']",3 stages evolution,Overcoat,"['782', '783', '784']"
784,Kommo-o,Dragon,Fighting,1.6,78.2,7.0,30.5,It clatters its tail scales to unnerve opponents. This Pokémon will battle only those who stand steadfast in the face of this display.,Certain ruins have paintings of ancient warriors wearing armor made of Kommo-o scales.,Scaly,Soundproof,Bulletproof,"['Flying', 'Psychic', 'Ice', 'Dragon']",75.0,110.0,125.0,100.0,105.0,85.0,600.0,"['Jangmo-o', 'Hakamo-o', 'Kommo-o']",3 stages evolution,Overcoat,"['782', '783', '784']"
789,Cosmog,Psychic,,0.2,0.1,7.0,2.5,"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.","Whether or not it’s a Pokémon from this world is a mystery. When it’s in a jam, it warps away to a safe place to hide.",Nebula,Unaware,,"['Ghost', 'Dark', 'Bug']",43.0,29.0,31.0,29.0,31.0,37.0,200.0,"['Cosmog', 'Cosmoem', ['Solgaleo', 'Lunala']]",3 stages evolution with 2 forms in last stage,,"['789', '790', ['791', '792']]"
790,Cosmoem,Psychic,,0.1,999.9,7.0,99990.0,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.,"As it absorbs light, Cosmoem continues to grow. Its golden shell is surprisingly solid.",Protostar,Sturdy,,"['Ghost', 'Dark', 'Bug']",43.0,29.0,131.0,29.0,131.0,37.0,400.0,"['Cosmog', 'Cosmoem', ['Solgaleo', 'Lunala']]",3 stages evolution with 2 forms in last stage,,"['789', '790', ['791', '792']]"
791,Solgaleo,Psychic,Steel,3.4,230.0,7.0,19.9,Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.,"In writings from the distant past, it’s called by the name “the beast that devours the sun.”",Sunne,Full Metal Body,,"['Ghost', 'Fire', 'Dark', 'Ground']",137.0,137.0,107.0,113.0,89.0,97.0,680.0,"['Cosmog', 'Cosmoem', ['Solgaleo', 'Lunala']]",3 stages evolution with 2 forms in last stage,,"['789', '790', ['791', '792']]"
792,Lunala,Psychic,Ghost,4.0,120.0,7.0,7.5,"Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”",It sometimes summons unknown powers and life-forms here to this world from holes that lead to other worlds.,Moone,Shadow Shield,,[],137.0,113.0,89.0,137.0,107.0,97.0,680.0,"['Cosmog', 'Cosmoem', ['Solgaleo', 'Lunala']]",3 stages evolution with 2 forms in last stage,,"['789', '790', ['791', '792']]"
793,Nihilego,Rock,Poison,1.2,55.5,7.0,38.5,"A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin.",It appeared in this world from an Ultra Wormhole. Nihilego appears to be a parasite that lives by feeding on people and Pokémon.,Parasite,Beast Boost,,"['Steel', 'Water', 'Psychic']",109.0,53.0,47.0,127.0,131.0,103.0,570.0,,No evolution,,
794,Buzzwole,Bug,Fighting,2.4,333.6,7.0,57.9,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",Buzzwole goes around showing off its abnormally swollen muscles. It is one kind of Ultra Beast.,Swollen,Beast Boost,,"['Fire', 'Psychic', 'Fairy']",107.0,139.0,139.0,53.0,53.0,79.0,570.0,,No evolution,,
795,Pheromosa,Bug,Fighting,1.8,25.0,7.0,7.7,"A life-form that lives in another world, its body is thin and supple, but it also possesses great power.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",Lissome,Beast Boost,,"['Fire', 'Psychic', 'Fairy']",71.0,137.0,37.0,137.0,37.0,151.0,570.0,,No evolution,,
796,Xurkitree,Electric,,3.8,100.0,7.0,6.9,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.","They’ve been dubbed Ultra Beasts. Some of them stand unmoving, like trees, with their arms and legs stuck into the ground.",Glowing,Beast Boost,,['Ground'],83.0,89.0,71.0,173.0,71.0,83.0,570.0,,No evolution,,
797,Celesteela,Steel,Flying,9.2,999.9,7.0,11.8,"One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",Launch,Beast Boost,,"['Fire', 'Electric']",97.0,101.0,103.0,107.0,101.0,61.0,570.0,,No evolution,,
798,Kartana,Grass,Steel,0.3,0.1,7.0,1.1,"This Ultra Beast’s body, which is as thin as paper, is like a sharpened sword.","Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",Drawn Sword,Beast Boost,,['Fighting'],59.0,181.0,131.0,59.0,31.0,109.0,570.0,,No evolution,,
799,Guzzlord,Dark,Dragon,5.5,888.0,7.0,29.4,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",An unknown life-form called a UB. It may be constantly hungry—it is certainly always devouring something.,Junkivore,Beast Boost,,"['Fighting', 'Bug', 'Ice', 'Dragon']",223.0,101.0,53.0,97.0,53.0,43.0,570.0,,No evolution,,
800,Necrozma,Psychic,,2.4,230.0,7.0,39.9,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world.","Light is the source of its energy. If it isn’t devouring light, impurities build up in it and on it, and Necrozma darkens and stops moving.",Prism,Prism Armor,,"['Ghost', 'Dark', 'Bug']",97.0,107.0,101.0,127.0,89.0,79.0,600.0,,No evolution,,
801,Magearna,Steel,Fairy,1.0,80.5,7.0,80.5,It synchronizes its consciousness with others to understand their feelings. This faculty makes it useful for taking care of people.,"Built roughly 500 years ago by a scientist, the part called the Soul-Heart is the actual life-form.",Artificial,Soul-Heart,,"['Fire', 'Ground']",80.0,95.0,115.0,130.0,115.0,65.0,600.0,,No evolution,,
802,Marshadow,Fighting,Ghost,0.7,22.2,7.0,45.3,"It slips into the shadows of others and mimics their powers and movements. As it improves, it becomes stronger than those it’s imitating.","It sinks into the shadows of people and Pokémon, where it can understand their feelings and copy their capabilities.",Gloomdweller,Technician,,"['Ghost', 'Psychic', 'Flying', 'Fairy']",90.0,125.0,80.0,90.0,90.0,125.0,600.0,,No evolution,,
803,Poipole,Poison,,0.6,1.8,7.0,5.0,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,"An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head.",Poison Pin,Beast Boost,,"['Psychic', 'Ground']",67.0,73.0,67.0,73.0,67.0,73.0,420.0,"['Poipole', 'Naganadel']",2 stages evolution,,"['803', '804']"
804,Naganadel,Poison,Dragon,3.6,150.0,7.0,11.6,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,"One kind of Ultra Beast, it fires a glowing, venomous liquid from its needles. This liquid is also immensely adhesive.",Poison Pin,Beast Boost,,"['Psychic', 'Ground', 'Ice', 'Dragon']",73.0,73.0,73.0,127.0,73.0,121.0,540.0,"['Poipole', 'Naganadel']",2 stages evolution,,"['803', '804']"
805,Stakataka,Rock,Steel,5.5,820.0,7.0,27.1,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,"When stone walls started moving and attacking, the brute’s true identity was this mysterious life-form, which brings to mind an Ultra Beast.",Rampart,Beast Boost,,['Water'],61.0,131.0,211.0,53.0,101.0,13.0,570.0,,No evolution,,
806,Blacephalon,Fire,Ghost,1.8,13.0,7.0,4.0,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.","A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents’ surprise to rob them of their vitality.",Fireworks,Beast Boost,,"['Water', 'Ghost', 'Ground', 'Dark', 'Rock']",53.0,127.0,53.0,151.0,79.0,107.0,570.0,,No evolution,,
807,Zeraora,Electric,,1.5,44.5,7.0,19.8,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.","It approaches its enemies at the speed of lightning, then tears them limb from limb with its sharp claws.",Thunderclap,Volt Absorb,,['Ground'],88.0,112.0,75.0,102.0,80.0,143.0,600.0,,No evolution,,
808,Meltan,Steel,,0.2,8.0,7.0,200.0,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.","It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",Hex Nut,Magnet Pull,,"['Fire', 'Fighting', 'Ground']",46.0,65.0,65.0,55.0,35.0,34.0,300.0,"['Meltan', 'Melmetal']",2 stages evolution,,"['808', '809']"
809,Melmetal,Steel,,2.5,800.0,7.0,128.0,"At the end of its life-span, Melmetal will rust and fall apart. The small shards left behind will eventually be reborn as Meltan.",Centrifugal force is behind the punches of Melmetal’s heavy hex-nut arms. Melmetal is said to deliver the strongest punches of all Pokémon.,Hex Nut,Iron Fist,,"['Fire', 'Fighting', 'Ground']",135.0,143.0,143.0,80.0,65.0,34.0,600.0,"['Meltan', 'Melmetal']",2 stages evolution,,"['808', '809']"
810,Grookey,Grass,,0.3,5.0,8.0,55.6,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.","It attacks with rapid beats of its stick. As it strikes with amazing speed, it gets more and more pumped.",Chimp,Overgrow,,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",50.0,65.0,50.0,40.0,40.0,65.0,310.0,"['Grookey', 'Thwackey', 'Rillaboom']",3 stages evolution,Grassy Surge,"['810', '811', '812']"
811,Thwackey,Grass,,0.7,14.0,8.0,28.6,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.","When it’s drumming out rapid beats in battle, it gets so caught up in the rhythm that it won’t even notice that it’s already knocked out its opponent.",Beat,Overgrow,,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",70.0,85.0,70.0,55.0,60.0,80.0,420.0,"['Grookey', 'Thwackey', 'Rillaboom']",3 stages evolution,Grassy Surge,"['810', '811', '812']"
812,Rillaboom,Grass,,2.1,90.0,8.0,20.4,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",The one with the best drumming techniques becomes the boss of the troop. It has a gentle disposition and values harmony among its group.,Drummer,Overgrow,,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",100.0,125.0,90.0,60.0,70.0,85.0,530.0,"['Grookey', 'Thwackey', 'Rillaboom']",3 stages evolution,Grassy Surge,"['810', '811', '812']"
813,Scorbunny,Fire,,0.3,4.5,8.0,50.0,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.","It has special pads on the backs of its feet, and one on its nose. Once it’s raring to fight, these pads radiate tremendous heat.",Rabbit,Blaze,,"['Water', 'Ground', 'Rock']",50.0,71.0,40.0,40.0,40.0,69.0,310.0,"['Scorbunny', 'Raboot', 'Cinderace']",3 stages evolution,Libero,"['813', '814', '815']"
814,Raboot,Fire,,0.6,9.0,8.0,25.0,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,"It kicks berries right off the branches of trees and then juggles them with its feet, practicing its footwork.",Rabbit,Blaze,,"['Water', 'Ground', 'Rock']",65.0,86.0,60.0,55.0,60.0,94.0,420.0,"['Scorbunny', 'Raboot', 'Cinderace']",3 stages evolution,Libero,"['813', '814', '815']"
815,Cinderace,Fire,,1.4,33.0,8.0,16.8,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.","It’s skilled at both offense and defense, and it gets pumped up when cheered on. But if it starts showboating, it could put itself in a tough spot.",Striker,Blaze,,"['Water', 'Ground', 'Rock']",80.0,116.0,75.0,65.0,75.0,119.0,530.0,"['Scorbunny', 'Raboot', 'Cinderace']",3 stages evolution,Libero,"['813', '814', '815']"
816,Sobble,Water,,0.3,4.0,8.0,44.4,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.","When it gets wet, its skin changes color, and this Pokémon becomes invisible as if it were camouflaged.",Water Lizard,Torrent,,"['Grass', 'Electric']",50.0,40.0,40.0,70.0,40.0,70.0,310.0,"['Sobble', 'Drizzile', 'Inteleon']",3 stages evolution,Sniper,"['816', '817', '818']"
817,Drizzile,Water,,0.7,11.5,8.0,23.5,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.","Highly intelligent but also very lazy, it keeps enemies out of its territory by laying traps everywhere.",Water Lizard,Torrent,,"['Grass', 'Electric']",65.0,60.0,55.0,95.0,55.0,90.0,420.0,"['Sobble', 'Drizzile', 'Inteleon']",3 stages evolution,Sniper,"['816', '817', '818']"
818,Inteleon,Water,,1.9,45.2,8.0,12.5,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",Its nictitating membranes let it pick out foes’ weak points so it can precisely blast them with water that shoots from its fingertips at Mach 3.,Secret Agent,Torrent,,"['Grass', 'Electric']",70.0,85.0,65.0,125.0,65.0,120.0,530.0,"['Sobble', 'Drizzile', 'Inteleon']",3 stages evolution,Sniper,"['816', '817', '818']"
819,Skwovet,Normal,,0.3,2.5,8.0,27.8,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.","It eats berries nonstop—a habit that has made it more resilient than it looks. It’ll show up on farms, searching for yet more berries.",Cheeky,Cheek Pouch,,['Fighting'],70.0,55.0,55.0,35.0,35.0,25.0,275.0,"['Skwovet', 'Greedent']",2 stages evolution,Gluttony,"['819', '820']"
820,Greedent,Normal,,0.6,6.0,8.0,16.7,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.","Common throughout the Galar region, this Pokémon has strong teeth and can chew through the toughest of berry shells.",Greedy,Cheek Pouch,,['Fighting'],120.0,95.0,95.0,55.0,75.0,20.0,460.0,"['Skwovet', 'Greedent']",2 stages evolution,Gluttony,"['819', '820']"
821,Rookidee,Flying,,0.2,1.8,8.0,45.0,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.","Jumping nimbly about, this small-bodied Pokémon takes advantage of even the slightest opportunity to disorient larger opponents.",Tiny Bird,Keen Eye,Unnerve,"['Electric', 'Ice', 'Rock']",38.0,47.0,35.0,33.0,35.0,57.0,245.0,"['Rookidee', 'Corvisquire', 'Corviknight']",3 stages evolution,Big Pecks,"['821', '822', '823']"
